University,WorldRank,Year,Country
The Hebrew University of Jerusalem,53,2012,Israel
Vanderbilt University,53,2015,United States
University of Munich,53,2007,Germany
Utrecht University,53,2012,Netherlands
Vanderbilt University,53,2010,United States
University of Zurich,54,2009,Switzerland
The Australian National University,54,2006,Australia
University of Zurich,54,2016,Switzerland
University of Southern California,54,2017,United States
Carnegie Mellon University,54,2005,United States
"Rutgers, The State University of New Jersey",54,2008,United States
Pennsylvania State University - University Park,54,2013,United States
University of Melbourne,54,2013,Australia
Technical University Munich,54,2006,Germany
University of Heidelberg,54,2013,Germany
The University of Edinburgh,54,2010,United Kingdom
Vanderbilt University,54,2014,United States
University of Zurich,54,2015,Switzerland
University of Munich,54,2011,Germany
University of Zurich,54,2018,Switzerland
"Rutgers, The State University of New Jersey",54,2010,United States
University of North Carolina at Chapel Hill,55,2005,United States
The University of Queensland,55,2017,Australia
King's College London,55,2015,United Kingdom
The University of Queensland,55,2016,Australia
University of Munich,55,2009,Germany
"University of California, Davis",55,2014,United States
The University of Queensland,55,2018,Australia
University of Munich,55,2008,Germany
The University of Edinburgh,55,2008,United Kingdom
Carnegie Mellon University,55,2011,United States
"Rutgers, The State University of New Jersey - New Brunswick",55,2009,United States
King's College London,56,2018,United Kingdom
Technical University Munich,56,2010,Germany
University of Zurich,56,2014,Switzerland
University of Zurich,56,2011,Switzerland
Utrecht University,56,2015,Netherlands
University of Helsinki,56,2016,Finland
Purdue University - West Lafayette,56,2012,United States
University of Helsinki,56,2017,Finland
University of Copenhagen,56,2006,Denmark
Technical University Munich,56,2007,Germany
University of Pittsburgh,56,2010,United States
The Australian National University,56,2005,Australia
Carnegie Mellon University,56,2006,United States
University of Bristol,57,2016,United Kingdom
"University of California, Davis",57,2015,United States
The Hebrew University of Jerusalem,57,2011,Israel
University of Zurich,57,2005,Switzerland
University of Melbourne,57,2012,Australia
The Australian National University,57,2007,Australia
University of Florida,57,2005,United States
Utrecht University,57,2014,Netherlands
Purdue University - West Lafayette,57,2013,United States
University of Helsinki,57,2018,Finland
Technical University Munich,57,2008,Germany
Technical University Munich,57,2009,Germany
Peking University,57,2018,China
University of Pittsburgh,57,2011,United States
University of Copenhagen,57,2005,Denmark
University of Munich,57,2017,Germany
University of Florida,58,2008,United States
University of Geneva,58,2015,Switzerland
Pennsylvania State University - University Park,58,2014,United States
Carnegie Mellon University,58,2010,United States
University of North Carolina at Chapel Hill,58,2007,United States
University of Zurich,58,2007,Switzerland
University of Zurich,58,2006,Switzerland
"University of California, Irvine",58,2016,United States
University of Zurich,58,2017,Switzerland
University of Oslo,58,2015,Norway
University of Florida,58,2009,United States
University of Pittsburgh,58,2012,United States
Tsinghua University,58,2016,China
McGill University,58,2013,Canada
The Australian National University,59,2008,Australia
University of Zurich,59,2012,Switzerland
University of Groningen,59,2017,Netherlands
"Rutgers, The State University of New Jersey - New Brunswick",59,2011,United States
Carnegie Mellon University,59,2009,United States
The Hebrew University of Jerusalem,59,2013,Israel
The Australian National University,59,2009,Australia
The Ohio State University - Columbus,59,2010,United States
King's College London,59,2014,United Kingdom
University of North Carolina at Chapel Hill,59,2006,United States
University of Geneva,59,2018,Switzerland
The Australian National University,59,2010,Australia
University of Geneva,60,2017,Switzerland
Vanderbilt University,60,2016,United States
University of Southern California,60,2018,United States
The Hebrew University of Jerusalem,60,2006,Israel
Uppsala University,60,2016,Sweden
Uppsala University,60,2014,Sweden
University of Zurich,60,2013,Switzerland
University of Munich,60,2012,Germany
University of Melbourne,60,2011,Australia
Purdue University - West Lafayette,60,2014,United States
Pennsylvania State University - University Park,60,2015,United States
McGill University,60,2008,Canada
Carnegie Mellon University,60,2007,United States
Uppsala University,60,2005,Sweden
Uppsala University,61,2015,Sweden
University of Paris Sud (Paris 11),61,2005,France
Carnegie Mellon University,61,2015,United States
McGill University,61,2010,Canada
University of Pittsburgh,61,2013,United States
Purdue University - West Lafayette,61,2011,United States
The Ohio State University - Columbus,61,2007,United States
"Rutgers, The State University of New Jersey - New Brunswick",61,2013,United States
University of Bristol,61,2008,United Kingdom
Ghent University,61,2018,Belgium
"Rutgers, The State University of New Jersey - New Brunswick",61,2012,United States
University of Munich,61,2013,Germany
University of Bristol,61,2017,United Kingdom
University of Bristol,61,2009,United Kingdom
Purdue University - West Lafayette,61,2015,United States
Osaka University,61,2006,Japan
The Ohio State University - Columbus,62,2009,United States
University of Bristol,62,2006,United Kingdom
University of Oslo,62,2018,Norway
The Ohio State University - Columbus,62,2008,United States
McGill University,62,2006,Canada
University of Melbourne,62,2010,Australia
University of Bristol,62,2007,United Kingdom
Carnegie Mellon University,62,2014,United States
Osaka University,62,2005,Japan
University of Oslo,62,2017,Norway
University of Heidelberg,62,2011,Germany
Carnegie Mellon University,62,2008,United States
University of Heidelberg,62,2012,Germany
Ghent University,62,2016,Belgium
McGill University,63,2016,Canada
The Ohio State University - Columbus,63,2011,United States
University of Heidelberg,63,2010,Germany
